Chapter 2 - Checkpoint 1 [Total Pts: 4 Score] |1931281,Chapter 2 - Checkpoint 2 [Total Pts: 4 Score] |1931124,Chapter 2 - Checkpoint 3 [Total Pts: 4 Score] |1936678,Chapter 2 - Checkpoint 4 [Total Pts: 4 Score] |1936680,Chapter 2 - Checkpoint 5 [Total Pts: 4 Score] |1936681,Chapter 3 - Checkpoint 1 [Total Pts: 4 Score] |1936189,Chapter 3 - Checkpoint 2 [Total Pts: 4 Score] |1938812,Chapter 3 - Checkpoint 3 [Total Pts: 4 Score] |1938813,Chapter 3 - Checkpoint 4 [Total Pts: 4 Score] |1938815,Chapter 3 - Checkpoint 5 [Total Pts: 4 Score] |1938818,Chapter 4 - Checkpoint 1 [Total Pts: 4 Score] |1945790,Chapter 4 - Checkpoint 2 [Total Pts: 4 Score] |1945791,Chapter 4 - Checkpoint 3 [Total Pts: 4 Score] |1945793,Chapter 4 - Checkpoint 4 [Total Pts: 4 Score] |1949674,Chapter 4 - Checkpoint 5 [Total Pts: 4 Score] |1949678,Chapter 4 - Checkpoint 6 [Total Pts: 4 Score] |1949679,Chapter 4 - Checkpoint 7 [Total Pts: 4 Score] |1994614,Chapter 4 - Checkpoint 8 [Total Pts: 4 Score] |1994620,Chapter 4 - Checkpoint 9 [Total Pts: 4 Score] |1994622,Chapter 5 - Checkpoint 1 [Total Pts: 4 Score] |1994626,Chapter 5 - Checkpoint 2 [Total Pts: 4 Score] |1994627,Chapter 5 - Checkpoint 3 [Total Pts: 4 Score] |1994628,Chapter 7 - Checkpoint 1 [Total Pts: 4 Score] |1999578,Chapter 7 - Checkpoint 2 [Total Pts: 4 Score] |1999581,Chapter 7 - Checkpoint 3 [Total Pts: 4 Score] |2008962,Extra points [Total Pts: 0 Score] |1934963,Homework 1 Final Grade [Total Pts: 40 Score] |1995600,Homework 2 final grade [Total Pts: 40 Score] |2005601,Homework 3 final grade [Total Pts: 40 Score] |2008446,HOMEWORK 4 FINAL GRADE [Total Pts: up to 40 Score] |2017095,Homework 5 Final Grade [Total Pts: 40 Score] |2016174,Homework 6 [Total Pts: 40 Score] |1884931,Homework 7 [Total Pts: 40 Score] |1884933,Lab 1 [Total Pts: 20 Score] |1882989,Lab 10 [Total Pts: 20 Score] |1883436,Lab 11 [Total Pts: 20 Score] |1883437,Lab 12 [Total Pts: 20 Score] |1883438,Lab 13 Code [Total Pts: 10 Score] |2023050,Lab 13 PDF [Total Pts: 10 Score] |1883440,Lab 14 [Total Pts: 20 Score] |1883441,Lab 2 [Total Pts: 20 Score] |1883408,Lab 3 [Total Pts: 20 Score] |1883412,Lab 4 [Total Pts: 20 Score] |1883421,Lab 5 [Total Pts: 20 Score] |1883422,Lab 6 [Total Pts: 20 Score] |1883423,Lab 7 [Total Pts: 20 Score] |1883429,Lab 8 [Total Pts: 20 Score] |1883432,Lab 9 [Total Pts: 20 Score] |1883435,Project 2 [Total Pts: 100 Score] |2023051,Project1 [Total Pts: 100 Score] |1996715,Quiz 1 [Total Pts: 20 Score] |1937228,Quiz 2 [Total Pts: 20 Score] |1962628,Quiz 3 [Total Pts: 20 Score] |1995022,Quiz 4 [Total Pts: 20 Score] |2001868,Quiz 5 [Total Pts: 20 Score] |2009890,Quiz 6 [Total Pts: 20 Score] |2009024,Quiz 7 [Total Pts: 20 Score] |2009027,"Final Grade out of 1000 [Total Pts: up to 1,000 Score] |1995780"
4.0,4,4,0,0,0,0,0,0,0,4,4,0,4,0,0.0,4,3,2,0,4.0,4,0.0,4,0,4.0,41.25,11.75,13.0,33.0,34.75,0.0,40.0,2.0,15.0,16.0,15.5,10,10.0,16.0,14.0,14.0,11,0.0,15.0,0.0,0.0,19.5,94.75,79.5,14.0,13.0,0.0,6.0,3.0,2.0,7.0,605.0
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,40.5,5.0,38.0,40.0,37.5,40.0,39.0,20.0,15.0,14.5,16.0,10,8.5,11.0,20.0,12.0,13,18.0,20.0,20.0,17.0,18.0,100.0,102.0,18.0,16.0,8.83333,11.0,5.2,4.5,0.0,841.03333
0.0,4,0,4,3,4,2,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,15.0,40.0,40.0,40.0,39.5,40.0,20.0,20.0,20.0,17.0,20.0,10,10.0,18.0,14.0,16.75,16,17.2,20.0,20.0,18.0,17.5,100.0,100.0,16.0,16.0,13.0,7.5,9.9,17.5,13.5,876.35
0.0,4,0,2,3,2,4,2,0,0,4,2,0,4,3,3.0,4,2,0,0,4.0,4,4.0,0,0,5.0,25.5,6.5,15.0,38.0,19.0,40.0,36.0,20.0,15.0,14.0,16.0,10,5.5,8.0,14.0,16.0,19,9.3,18.0,12.5,7.0,15.0,100.0,77.0,14.0,14.0,11.16666,7.0,10.5,2.5,0.0,676.46666
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,41.0,0.0,0.0,0.0,20.0,0.0,15.0,20.0,0.0,0.0,0.0,10,7.0,0.0,14.0,15.5,20,7.4,9.0,12.5,7.5,16.5,100.0,100.0,10.0,10.0,8.0,10.0,0.0,0.0,0.0,468.4
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,41.0,40.0,40.0,40.0,37.5,40.0,40.0,20.0,20.0,15.0,20.0,10,10.0,20.0,18.0,20.0,20,16.0,20.0,20.0,20.0,20.0,100.0,102.0,19.0,20.0,15.33333,13.0,15.8,20.0,8.5,964.13333
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,24.0,41.5,31.5,40.0,40.0,40.0,40.0,40.0,20.0,15.0,16.0,20.0,10,10.0,19.0,14.0,20.0,16,16.0,19.0,20.0,19.0,19.0,100.0,98.0,17.0,16.0,14.16666,12.0,10.9,11.0,2.0,936.06666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,2,0.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,18.0,20.0,10,10.0,20.0,20.0,20.0,20,16.0,20.0,20.0,20.0,20.0,100.0,105.0,20.0,20.0,15.3,19.0,19.5,18.0,10.5,985.3
4.0,4,4,4,3,4,4,4,4,4,4,4,2,3,2,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,42.0,35.5,38.0,39.0,40.0,39.0,40.0,20.0,20.0,15.0,20.0,10,10.0,14.0,14.0,20.0,20,16.5,20.0,20.0,20.0,20.0,100.0,110.0,20.0,20.0,15.16666,16.0,18.6,18.0,13.0,966.76666
4.0,4,4,4,0,0,0,0,4,2,4,4,2,4,4,3.5,4,0,2,4,4.0,4,4.0,4,4,69.0,35.25,0.0,22.5,20.75,17.5,31.0,0.0,20.0,10.0,15.5,19.0,0,6.5,16.0,12.0,15.5,19,14.0,20.0,20.0,15.0,17.5,100.0,77.5,10.0,11.0,8.0,7.0,4.0,3.5,1.5,717.0
0.0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.375
4.0,2,4,4,4,4,4,4,2,4,4,4,2,4,4,4.0,4,4,0,4,4.0,4,4.0,4,4,4.0,12.5,33.5,40.0,39.0,38.0,38.5,40.0,20.0,10.0,15.0,15.5,10,10.0,13.0,20.0,20.0,16,14.0,19.0,20.0,17.0,18.0,100.0,100.0,17.0,18.0,12.5,10.0,9.5,8.5,5.5,859.0
4.0,4,4,4,4,0,4,4,2,4,4,4,2,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,0.0,36.5,16.0,30.0,38.0,36.5,38.75,0.0,20.0,10.0,15.0,16.5,10,10.0,9.0,18.0,13.0,16,7.0,16.0,17.5,5.0,17.0,100.0,76.0,15.0,12.0,7.5,8.0,5.7,3.0,1.0,718.95
4.0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,0,4,0.0,39.0,17.5,40.0,30.75,24.5,32.75,40.0,20.0,10.0,16.0,15.5,10,7.0,19.0,19.0,19.5,11,15.7,17.0,18.5,7.0,19.0,110.0,110.0,17.0,18.0,10.5,12.0,6.0,9.5,7.5,846.2
4.0,4,4,4,4,4,4,4,2,0,0,2,2,0,0,0.0,4,4,4,0,0.0,0,0.0,4,2,10.0,34.5,2.0,0.0,27.0,32.75,17.5,0.0,20.0,10.0,0.0,14.5,0,0.0,11.0,14.0,18.5,20,4.8,13.0,12.0,7.0,13.0,12.75,84.0,15.0,9.0,6.5,5.0,4.0,0.0,0.0,478.8
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,42.0,38.0,40.0,38.0,40.0,40.0,0.0,20.0,20.0,16.0,20.0,10,7.0,13.0,20.0,20.0,20,20.0,20.0,20.0,17.0,18.0,100.0,99.5,20.0,20.0,15.16666,18.0,16.0,17.5,6.0,916.16666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.0,4,4,4,4,4.0,4,4.0,4,4,4.0,40.875,20.25,40.0,38.0,39.0,40.0,40.0,20.0,20.0,18.0,18.5,10,10.0,20.0,16.0,20.0,20,19.0,20.0,20.0,17.0,16.0,100.0,99.0,19.0,19.0,13.0,16.0,14.1,14.5,15.0,940.225
0.0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,34.0
4.0,4,0,0,0,0,0,0,0,0,4,4,4,4,4,0.0,4,4,4,4,4.0,4,4.0,0,2,59.0,33.5,0.0,36.0,31.0,35.5,39.5,40.0,2.0,10.0,12.0,15.0,10,9.5,14.0,0.0,15.0,13,17.5,19.0,20.0,16.0,20.0,100.0,80.0,12.0,0.0,10.0,11.0,9.5,2.0,0.0,750.0
4.0,4,4,0,0,4,4,4,4,4,4,4,2,4,4,4.0,4,4,4,4,4.0,4,4.0,4,2,0.0,33.5,0.0,20.0,40.0,39.0,30.75,0.0,20.0,15.0,9.0,15.0,0,0.0,11.0,0.0,20.0,20,16.5,19.0,20.0,15.0,19.0,100.0,98.0,12.0,17.0,8.66666,12.0,0.0,0.0,18.0,721.41666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,39.5,30.875,40.0,38.0,38.0,38.0,40.0,20.0,15.0,18.0,17.0,10,10.0,17.0,14.0,18.5,16,17.0,20.0,20.0,18.0,19.5,100.0,105.0,19.0,18.0,9.5,12.0,11.9,20.0,14.5,933.275
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,39.0,29.625,40.0,37.0,0.0,35.5,40.0,20.0,10.0,9.0,16.0,10,9.0,17.0,20.0,19.5,16,16.8,20.0,11.2,18.0,18.5,100.0,100.0,17.0,20.0,14.16666,12.0,10.0,19.5,12.5,857.29166
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,4,4,4,4,4.0,4,4.0,4,0,4.0,41.0,2.5,40.0,36.0,38.75,39.0,0.0,20.0,20.0,13.5,15.5,10,10.0,18.0,18.0,18.5,20,16.4,19.0,20.0,15.0,18.5,100.0,99.5,19.0,20.0,14.16666,15.0,12.5,19.0,0.0,851.81666
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,0.0,38.75,31.75,40.0,39.0,34.0,40.0,40.0,20.0,10.0,10.0,15.5,10,7.0,13.0,14.0,19.0,19,18.0,17.0,20.0,18.0,18.0,100.0,100.0,18.0,19.0,13.16666,11.0,15.2,18.0,16.5,903.86666
4.0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,38.125,30.75,40.0,37.0,39.0,39.0,40.0,20.0,20.0,18.0,17.0,10,10.0,15.0,20.0,15.5,12,18.0,20.0,20.0,20.0,18.0,110.0,110.0,20.0,20.0,14.5,18.0,18.0,16.5,17.0,957.375
2.0,4,4,0,4,4,4,4,2,4,4,4,2,4,4,4.0,4,0,4,4,4.0,4,4.0,4,2,0.0,26.5,29.0,40.0,40.0,37.75,40.0,40.0,20.0,20.0,17.0,19.0,10,10.0,0.0,14.0,19.25,12,17.2,20.0,20.0,20.0,18.5,100.0,99.5,18.0,19.0,14.16666,10.0,11.2,15.5,0.0,866.56666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,40.5,33.0,40.0,40.0,37.0,40.0,40.0,20.0,20.0,20.0,20.0,10,10.0,0.0,8.0,19.0,19,16.7,20.0,20.0,20.0,20.0,110.0,109.5,18.0,20.0,12.16666,19.0,17.8,20.0,0.0,944.66666
2.0,4,4,4,4,0,0,0,0,0,4,4,2,4,4,3.0,4,4,2,4,4.0,4,4.0,4,4,4.0,38.5,35.25,40.0,36.0,33.0,40.0,40.0,20.0,15.0,16.5,20.0,10,10.0,20.0,20.0,17.5,17,18.2,20.0,20.0,14.0,16.5,110.0,100.0,18.0,17.0,13.5,14.0,8.6,18.0,12.5,911.05
0.0,2,0,4,0,4,4,4,4,4,0,4,0,0,0,0.0,2,4,2,2,0.0,0,4.0,0,0,0.0,13.0,20.0,0.0,26.5,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0,0.0,0.0,0.0,16.5,12,16.0,0.0,20.0,8.0,14.5,0.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,337.5
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
4.0,4,4,4,4,4,0,0,4,4,4,4,2,0,0,0.0,0,0,0,4,4.0,4,4.0,4,4,15.0,30.5,5.25,40.0,17.0,33.5,40.0,40.0,20.0,20.0,11.0,19.5,10,10.0,18.0,20.0,0.0,17,2.2,18.0,18.0,11.0,18.0,110.0,105.0,0.0,13.0,12.16666,10.0,12.9,17.0,15.5,800.51666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,36.875,30.875,40.0,25.5,33.75,35.75,40.0,20.0,15.0,15.0,14.0,10,8.0,14.0,16.0,18.5,16,20.0,20.0,11.0,12.0,16.5,100.0,99.5,17.0,16.0,11.0,13.0,13.6,10.5,13.5,867.85
4.0,4,0,0,0,3,4,0,0,4,4,4,2,4,4,4.0,4,4,2,0,4.0,4,4.0,4,4,0.0,35.5,21.75,40.0,20.0,25.0,34.0,40.0,2.0,10.0,18.0,20.0,10,9.5,13.0,16.0,20.0,19,18.0,19.0,20.0,17.0,19.5,110.0,101.0,17.0,17.0,12.5,8.0,5.0,10.5,0.0,804.25
0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4.0,4,0.0,0,0,0.0,15.25,15.4,14.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,20.0,0,0.0,0.0,16.0,15.0,12,0.0,14.0,13.5,12.0,16.75,94.75,72.0,17.0,16.0,9.5,0.0,7.5,8.5,0.0,433.15
0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,5.0,32.5,23.0,40.0,32.0,25.75,0.0,39.0,20.0,0.0,15.0,0.0,0,0.0,16.0,20.0,17.5,14,20.0,17.0,17.5,13.0,18.0,60.0,71.5,18.0,17.0,10.0,16.0,8.26,6.5,3.0,602.51
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,37.375,31.0,40.0,37.0,29.5,34.75,40.0,20.0,15.0,16.0,18.5,10,6.0,12.0,16.0,20.0,20,15.0,16.0,20.0,18.0,18.0,100.0,100.0,19.0,19.0,14.0,12.0,9.0,10.5,12.5,891.125
4.0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2.0,4,2,2,2,4.0,2,4.0,4,4,4.0,35.625,31.0,40.0,27.0,35.5,30.75,40.0,0.0,10.0,12.0,20.0,10,10.0,9.0,14.0,18.5,20,11.2,16.0,20.0,9.0,16.0,100.0,100.0,18.0,15.0,12.66666,12.0,9.0,8.5,14.5,822.24166
4.0,2,4,4,4,4,4,4,4,2,2,4,2,4,4,4.0,4,4,4,4,4.0,2,0.0,4,4,0.0,25.0,0.0,36.5,38.0,38.0,40.0,40.0,20.0,20.0,15.0,15.5,10,10.0,14.0,14.0,14.0,7,11.2,20.0,20.0,12.0,16.5,104.75,103.0,15.0,14.0,13.16666,11.0,12.5,15.5,8.0,824.61666
0.0,4,0,4,0,4,2,4,0,0,0,0,0,0,0,4.0,0,0,0,0,0.0,0,0.0,0,0,0.0,29.5,10.25,40.0,0.0,35.0,14.0,0.0,20.0,10.0,15.0,0.0,0,0.0,0.0,0.0,19.5,14,18.0,19.0,19.0,16.0,12.5,40.0,77.0,17.0,17.0,13.16666,15.0,10.1,0.0,0.0,503.01666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,0.0,41.0,35.25,40.0,38.0,39.0,39.0,40.0,20.0,15.0,18.0,20.0,10,10.0,14.0,20.0,20.0,16,20.0,20.0,20.0,18.0,20.0,100.0,100.0,19.0,18.0,16.0,18.0,16.0,17.0,16.0,958.25
4.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
4.0,4,4,4,4,0,4,0,2,2,0,0,0,4,2,2.0,2,4,2,0,4.0,4,4.0,4,4,5.0,40.0,34.5,40.0,35.0,36.0,40.0,40.0,20.0,10.0,18.0,19.0,10,10.0,16.0,14.0,20.0,20,13.5,20.0,19.5,17.0,17.5,100.0,102.0,15.0,11.0,11.5,9.5,10.4,8.5,7.0,858.9
4.0,4,0,4,0,4,4,4,0,2,0,0,0,0,4,0.0,4,4,2,4,4.0,4,4.0,4,4,5.0,10.5,10.15,37.0,4.0,29.25,40.0,0.0,20.0,19.0,10.0,16.5,10,9.5,0.0,0.0,0.0,16,14.0,20.0,20.0,14.5,17.5,100.0,94.5,15.0,10.0,0.0,9.0,11.7,0.0,0.0,632.1
4.0,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3.0,4,4,4,4,4.0,2,4.0,4,4,4.0,38.25,27.25,40.0,38.0,39.0,38.5,40.0,20.0,19.0,15.0,20.0,10,10.0,20.0,14.0,20.0,20,16.1,18.0,20.0,20.0,18.0,100.0,99.5,19.0,20.0,13.0,16.0,17.1,16.5,0.0,924.2
2.0,2,0,0,0,0,4,4,0,2,2,2,2,2,2,2.0,2,2,2,2,4.0,4,0.0,0,4,0.0,37.0,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,18.0,15.0,16,0.0,0.0,0.0,14.0,12.5,94.75,99.5,16.0,0.0,7.0,7.0,0.0,3.0,0.0,425.75
4.0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4.0,4,4,0,4,0.0,0,0.0,0,0,4.0,26.0,26.0,40.0,35.0,36.0,39.75,36.0,20.0,15.0,13.0,15.5,10,9.5,13.0,14.0,0.0,13,14.5,16.0,14.0,16.0,20.0,100.0,100.0,0.0,20.0,11.5,10.0,12.5,4.5,3.0,755.75
4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,8.33333,4.0,0.0,5.0,1.0,55.33333
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,4,4.0,4,1.0,4,4,0.0,11.0,33.25,40.0,30.5,39.0,40.0,39.0,20.0,15.0,16.0,19.5,10,9.5,20.0,14.0,19.75,0,16.0,20.0,18.0,20.0,19.5,100.0,105.0,19.0,20.0,0.0,19.0,17.8,18.0,9.5,873.3
4.0,4,0,4,4,3,0,0,4,4,4,4,2,4,0,4.0,4,4,2,4,4.0,4,4.0,4,4,0.0,37.0,39.5,36.0,40.0,38.5,40.0,39.0,20.0,19.0,15.0,20.0,10,10.0,20.0,14.0,15.0,16,15.0,19.0,20.0,16.0,18.5,100.0,110.0,16.0,17.0,16.16666,16.0,14.8,15.0,10.0,916.46666
4.0,4,0,4,0,0,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,0,4,0.0,37.5,10.45,40.0,21.0,30.0,36.0,40.0,20.0,10.0,0.0,20.0,0,0.0,20.0,14.0,20.0,16,8.0,17.0,14.5,10.0,16.0,100.0,100.0,12.0,17.0,11.0,8.0,14.0,20.0,13.0,784.45
0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,37.75
4.0,4,4,0,0,4,4,4,4,4,4,2,2,3,3,3.0,4,3,2,4,0.0,4,0.0,4,4,4.0,30.375,20.5,11.0,39.0,32.125,28.25,40.0,20.0,10.0,0.0,15.5,10,10.0,12.0,8.0,17.0,17,7.2,19.0,15.5,17.0,19.25,100.0,99.5,15.0,13.0,10.0,8.0,4.0,19.0,7.0,757.2
4.0,4,4,4,4,4,4,4,4,4,2,4,0,4,0,0.0,4,0,0,4,4.0,4,2.0,0,4,22.0,40.375,31.0,40.0,40.0,38.5,38.25,40.0,20.0,10.0,15.0,18.5,10,10.0,19.0,20.0,17.5,20,17.2,20.0,19.0,14.0,20.0,100.0,99.5,19.0,19.0,11.5,16.0,11.4,16.0,8.5,918.225
4.0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,0,0,0.0,40.0,38.5,40.0,40.0,40.0,39.75,34.0,20.0,20.0,16.0,20.0,10,9.5,20.0,20.0,20.0,20,16.0,20.0,19.0,20.0,20.0,100.0,105.0,19.0,20.0,14.0,18.0,16.8,16.5,0.0,947.05
4.0,4,4,0,0,0,0,0,0,0,4,4,4,4,4,4.0,4,4,2,4,4.0,4,4.0,4,4,4.0,5.0,0.0,29.5,21.5,25.0,40.0,40.0,20.0,19.0,18.0,19.5,7,5.0,16.0,16.0,20.0,19,12.0,20.0,17.0,20.0,18.0,100.0,94.0,12.0,7.0,7.0,7.0,0.0,0.0,0.0,715.5
4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4.0,4,4.0,4,4,4.0,39.25,27.75,40.0,37.0,37.5,40.0,40.0,20.0,20.0,18.0,15.5,10,10.0,16.0,14.0,20.0,17,16.0,19.0,19.5,16.0,18.0,100.0,105.0,18.0,15.0,13.16666,14.0,18.8,16.0,4.0,923.46666
4.0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,4,4,4.0,4,4.0,4,4,65.0,39.5,0.0,35.0,32.5,32.75,39.75,40.0,19.0,20.0,14.0,20.0,10,10.0,16.0,16.0,19.5,17,6.0,20.0,18.5,16.0,14.5,96.25,102.0,19.0,18.0,13.5,14.0,18.8,18.0,12.5,934.05
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,25.25
0.0,4,4,3,4,0,4,0,4,4,4,4,2,0,0,0.0,4,4,2,0,4.0,0,4.0,4,4,54.0,36.625,21.75,0.0,33.0,18.75,13.0,40.0,20.0,10.0,14.0,17.5,10,10.0,13.0,14.0,14.0,16,10.8,0.0,16.0,13.0,16.0,100.0,99.5,17.0,13.0,10.16666,10.0,7.5,5.0,0.0,741.59166
4.0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,4,4.0,4,4.0,0,4,4.0,28.5,11.35,40.0,37.0,31.25,36.5,40.0,20.0,10.0,12.0,18.0,0,0.0,15.0,14.0,20.0,16,18.5,19.5,20.0,20.0,20.0,110.0,110.0,17.0,16.0,14.0,14.0,5.4,4.0,19.0,802.0
4.0,4,4,4,4,4,4,4,0,0,4,4,4,4,4,3.0,4,4,2,4,4.0,4,4.0,4,4,0.0,40.5,27.25,40.0,32.0,39.0,37.75,40.0,19.0,15.0,16.0,19.5,10,10.0,0.0,16.0,20.0,20,16.8,16.0,19.0,18.0,20.0,94.75,56.5,19.0,18.0,14.16666,19.0,15.3,20.0,0.0,842.51666
